store_id,week_start,policy,demand,sold,lost_units,ending_stock,ordered,holding_cost,stockout_cost,revenue,factor,capacity_multiplier
CA_3,2016-05-23,ML point,19322.0,17149.306776258483,2172.6932237415176,3947.9432237415167,17270.98678954754,222.2870305604662,1385.4408698526697,41843.875145965445,1.1,1.0
CA_3,2016-05-30,ML point,21019.0,16855.815821638702,4163.184178361298,4241.434178361297,17149.306776258483,253.04857471692978,2775.726029771705,39100.4370226458,1.1,1.0
CA_3,2016-06-06,ML point,21211.0,16607.711434288263,4603.2885657117395,4489.53856571174,16855.815821638702,266.8091986418183,2863.5956792896886,37215.52108611468,1.1,1.0
CA_3,2016-06-13,ML point,18399.0,15781.400501835924,2617.599498164075,5315.849498164072,16607.711434288256,280.3600996086509,1949.5428396082075,35570.90243860592,1.1,1.0
CA_4,2016-03-28,ML point,7788.0,6385.749015749521,1402.250984250479,1497.2509842504785,7883.0,74.56160135868382,1101.7696166918338,16307.837464077622,1.1,1.0
CA_4,2016-04-04,ML point,8100.0,6578.781088144298,1521.2189118557021,1304.2189118557021,6385.749015749521,56.2211805873433,1330.9011541503432,17375.78281112491,1.1,1.0
CA_4,2016-04-11,ML point,7719.0,6364.023225105337,1354.9767748946633,1518.976774894663,6578.781088144298,69.9678437362746,1072.4195000655545,16745.071177017613,1.1,1.0
CA_4,2016-04-18,ML point,8561.0,6657.408225373498,1903.5917746265027,1225.5917746265025,6364.023225105337,55.38952249534605,1604.3682574698905,17530.18577170906,1.1,1.0
CA_4,2016-04-25,ML point,8103.0,6617.165970554694,1485.834029445307,1265.8340294453074,6657.408225373498,58.75797331169851,1247.4314851796257,17468.742159740817,1.1,1.0
CA_4,2016-05-02,ML point,8048.0,6481.7004853929275,1566.2995146070725,1401.299514607073,6617.165970554692,67.45950172256374,1312.463944646739,17072.36729958646,1.1,1.0
CA_4,2016-05-09,ML point,8671.0,6704.584788233955,1966.415211766045,1178.415211766044,6481.700485392926,58.976025147745645,1448.5684384338938,17758.54995084896,1.1,1.0
CA_4,2016-05-16,ML point,8531.0,6734.549815075154,1796.4501849248468,1148.4501849248466,6704.584788233957,61.360921628800455,1344.8110176447171,17515.06088147741,1.1,1.0
CA_4,2016-05-23,ML point,8402.0,6566.0038360595345,1835.9961639404655,1316.9961639404669,6734.549815075155,67.59570890069345,1378.7013599446352,17183.007342755955,1.1,1.0
CA_4,2016-05-30,ML point,8988.0,6464.731782679499,2523.268217320501,1418.2682173205021,6566.003836059534,85.10714884810918,1768.7710340557583,16042.386529267469,1.1,1.0
CA_4,2016-06-06,ML point,8393.0,6206.963346507624,2186.036653492375,1676.0366534923744,6464.731782679497,101.64057299769999,1609.2535965249317,14773.52563872992,1.1,1.0
CA_4,2016-06-13,ML point,8101.0,6154.860581535995,1946.1394184640055,1728.1394184640067,6206.963346507627,99.03050227285377,1517.43250976368,14813.028770222789,1.1,1.0
CA_1,2016-03-28,ML newsvendor,15318.0,12334.605072623257,2983.3949273767425,2393.394927376743,14728.0,115.33785411367995,2239.19898164644,31416.28761482419,,1.0
CA_1,2016-04-04,ML newsvendor,16078.0,12146.084120067753,3931.9158799322468,2581.9158799322486,12334.605072623259,128.20823345064537,2910.0617820308858,30809.08544990734,,1.0
CA_1,2016-04-11,ML newsvendor,14891.0,11854.84122627648,3036.1587737235195,2873.158773723522,12146.084120067753,135.1933624413544,2317.0222171009536,30397.56827732747,,1.0
CA_1,2016-04-18,ML newsvendor,15342.0,12075.21663049606,3266.7833695039412,2652.783369503944,11854.84122627648,124.6705051249492,2530.59353888251,31000.008153292285,,1.0
CA_1,2016-04-25,ML newsvendor,15560.0,11864.698825886791,3695.3011741132086,2863.301174113207,12075.216630496054,134.15803236527032,2739.051553358592,30500.672397976025,,1.0
CA_1,2016-05-02,ML newsvendor,16586.0,12213.695562501229,4372.304437498771,2514.3044374987703,11864.698825886793,116.45494049616946,3361.2763229298534,31226.034119502154,,1.0
CA_1,2016-05-09,ML newsvendor,17114.0,12390.946988258524,4723.053011741478,2337.053011741479,12213.69556250123,111.71318942743045,3441.826202987084,32033.741658667182,,1.0
CA_1,2016-05-16,ML newsvendor,16739.0,12242.531758867608,4496.468241132392,2485.468241132393,12390.946988258522,123.02269702135234,3309.802706804594,31377.18857621246,,1.0
CA_1,2016-05-23,ML newsvendor,15914.0,11861.61269900874,4052.3873009912604,2866.3873009912604,12242.531758867608,154.44723966517785,3025.468858261257,29807.120910864287,,1.0
CA_1,2016-05-30,ML newsvendor,17326.0,11475.879025005805,5850.1209749941945,3252.120974994195,11861.61269900874,199.60938709715197,3941.676105265982,27514.07965108035,,1.0
CA_1,2016-06-06,ML newsvendor,16447.0,10838.207395131569,5608.792604868433,3889.7926048684326,11475.879025005805,240.2417822708372,3759.895856543516,25549.619542838587,,1.0
CA_1,2016-06-13,ML newsvendor,15703.0,10663.236700176505,5039.763299823495,4064.763299823496,10838.207395131569,238.52567449521916,3404.5132322913823,25566.975435027765,,1.0
CA_2,2016-03-28,ML newsvendor,13982.0,10871.2125274675,3110.7874725325014,1753.7874725324987,12624.999999999996,81.61229764261304,2437.5430242397592,27230.326531221588,,1.0
CA_2,2016-04-04,ML newsvendor,14026.0,10649.145763362318,3376.8542366376823,1975.8542366376842,10871.212527467504,82.53659382676278,2626.088055680906,27472.763101028537,,1.0
CA_2,2016-04-11,ML newsvendor,13354.0,10398.644077772691,2955.355922227308,2226.3559222273093,10649.145763362318,98.02654014942684,2186.6493904674358,26597.655809303593,,1.0
CA_2,2016-04-18,ML newsvendor,13787.0,10433.92449553835,3353.075504461651,2191.075504461653,10398.644077772693,94.78700193354732,2521.561816722336,26801.61247749211,,1.0
CA_2,2016-04-25,ML newsvendor,13713.0,10260.222747676456,3452.777252323543,2364.7772523235435,10433.924495538347,103.38582088440307,2700.890990133147,26362.88426275697,,1.0
CA_2,2016-05-02,ML newsvendor,14097.0,10526.762696071157,3570.237303928843,2098.237303928843,10260.222747676456,95.90458972120206,2747.3937107057873,26878.038046903053,,1.0
CA_2,2016-05-09,ML newsvendor,14330.0,10552.645938889778,3777.3540611102226,2072.354061110222,10526.762696071157,91.01633980279448,2844.5252930074357,27415.893261908255,,1.0
CA_2,2016-05-16,ML newsvendor,14992.0,10803.000072758226,4188.999927241774,1821.999927241771,10552.645938889775,82.73887322434906,3191.5225644669827,27819.121417237024,,1.0
CA_2,2016-05-23,ML newsvendor,14922.0,10491.124133163277,4430.875866836722,2133.8758668367213,10803.000072758228,104.07657800091206,3129.836526123069,26656.228686105795,,1.0
CA_2,2016-05-30,ML newsvendor,16183.0,10417.232589818417,5765.767410181584,2207.767410181583,10491.124133163277,130.84550013775416,3901.384357177287,24864.575462423865,,1.0
CA_2,2016-06-06,ML newsvendor,15360.0,9842.704840471502,5517.295159528498,2782.295159528497,10417.232589818417,174.42889069270927,3602.325271247232,22596.507676620884,,1.0
CA_2,2016-06-13,ML newsvendor,14503.0,9638.346052537352,4864.653947462647,2986.653947462645,9842.704840471502,176.45486307330307,3169.331759536632,22574.926525154486,,1.0
CA_3,2016-03-28,ML newsvendor,20003.0,17381.7346850194,2621.265314980599,3715.515314980599,21097.25,180.2714838875088,1853.3566981506747,42811.38138473475,,1.0
CA_3,2016-04-04,ML newsvendor,21877.0,17526.131073102915,4350.868926897086,3571.118926897085,17381.7346850194,177.99310156548773,3203.1074971394864,43115.34063608307,,1.0
CA_3,2016-04-11,ML newsvendor,20212.0,16991.977878989524,3220.0221210104737,4105.2721210104755,17526.131073102915,192.18083796113302,2509.825890245644,42402.52217564116,,1.0
CA_3,2016-04-18,ML newsvendor,19207.0,16476.881905994567,2730.1180940054364,4620.368094005437,16991.977878989524,211.84018424128047,2123.804850710348,41503.28613339132,,1.0
CA_3,2016-04-25,ML newsvendor,18634.0,15970.216008821495,2663.783991178505,5127.033991178505,16476.88190599456,235.82139507061672,2064.6329800746717,40194.28141403893,,1.0
CA_3,2016-05-02,ML newsvendor,19547.0,16738.212066161108,2808.7879338388916,4359.037933838892,15970.216008821497,200.50979767626544,2180.6022440847887,42187.19292886012,,1.0
CA_3,2016-05-09,ML newsvendor,19934.0,16620.428478824284,3313.571521175716,4476.821521175714,16738.212066161104,203.69875009784522,2479.353277860585,42581.050474041265,,1.0
CA_3,2016-05-16,ML newsvendor,19252.0,16381.52737876805,2870.47262123195,4715.722621231954,16620.428478824288,242.54353297002902,1872.48998067003,41209.17668550473,,1.0
CA_3,2016-05-23,ML newsvendor,19322.0,15923.02169024825,3398.978309751751,5174.22830975175,16381.527378768045,279.7014957083502,2191.579203651409,39156.74736663632,,1.0
CA_3,2016-05-30,ML newsvendor,21019.0,15539.354244468705,5479.645755531297,5557.895755531297,15923.02169024825,311.14232778700983,3594.5882200650994,36370.89638833449,,1.0
CA_3,2016-06-06,ML newsvendor,21211.0,15480.673001538422,5730.326998461578,5616.576998461576,15539.354244468703,339.60346955207945,3583.8965906795684,34814.51804814841,,1.0
CA_3,2016-06-13,ML newsvendor,18399.0,14834.986443588208,3564.013556411792,6262.263556411792,15480.673001538424,342.93244163802785,2307.5012649211044,34377.70768756293,,1.0
CA_4,2016-03-28,ML newsvendor,7788.0,6206.227493946937,1581.7725060530627,1676.772506053063,7883.000000000001,83.05193353967914,1238.5450690949367,15851.919289400612,,1.0
CA_4,2016-04-04,ML newsvendor,8100.0,6088.200309549214,2011.7996904507863,1794.7996904507868,6206.227493946937,77.44514944536749,1686.3902165702168,16190.819269725336,,1.0
CA_4,2016-04-11,ML newsvendor,7719.0,5901.476735186593,1817.523264813407,1981.523264813407,6088.200309549213,88.79352048128823,1458.7883807183389,15457.174908174995,,1.0
CA_4,2016-04-18,ML newsvendor,8561.0,6091.510874272694,2469.4891257273057,1791.4891257273061,5901.476735186592,77.57987035148227,2058.884386465545,16015.132008390214,,1.0
CA_4,2016-04-25,ML newsvendor,8103.0,6100.178559135911,2002.8214408640883,1782.8214408640883,6091.510874272693,77.1742987405826,1647.4620303722118,16135.307009098866,,1.0
CA_4,2016-05-02,ML newsvendor,8048.0,5970.919348788058,2077.080651211942,1912.0806512119414,6100.178559135911,83.02320037801948,1666.4214405628293,15892.508979866157,,1.0
CA_4,2016-05-09,ML newsvendor,8671.0,6106.145590628168,2564.854409371832,1776.8544093718317,5970.919348788058,80.21338055641095,1935.6761039442872,16134.857732480983,,1.0
CA_4,2016-05-16,ML newsvendor,8531.0,6167.796283433676,2363.203716566325,1715.203716566325,6106.145590628168,79.87822625265058,1754.8397424434138,16148.298465481752,,1.0
CA_4,2016-05-23,ML newsvendor,8402.0,5963.567843777786,2438.432156222214,1919.4321562222137,6167.796283433675,87.3948190491074,1803.61619125944,15766.624571706609,,1.0
CA_4,2016-05-30,ML newsvendor,8988.0,5937.960915657843,3050.0390843421574,1945.039084342157,5963.567843777786,103.5456017639068,2154.8495537935332,14755.45813014155,,1.0
CA_4,2016-06-06,ML newsvendor,8393.0,5748.925921880036,2644.0740781199647,2134.0740781199643,5937.960915657843,125.8265495858145,1923.7872068680115,13725.080270919654,,1.0
CA_4,2016-06-13,ML newsvendor,8101.0,5642.240344975444,2458.759655024556,2240.7596550245567,5748.925921880036,129.16644454473507,1793.2950704508212,13893.486901265653,,1.0
CA_1,2016-03-28,ML + LP,15318.0,12295.712570031425,3022.287429968575,2432.2874299685773,14728.000000000002,164.3053016549693,1410.908943626136,34177.2544082252,,1.0
CA_1,2016-04-04,ML + LP,16078.0,12438.71741180454,3639.282588195459,2289.282588195455,12295.712570031417,161.6412181434126,1721.6403401772366,34770.49025608617,,1.0
CA_1,2016-04-11,ML + LP,14891.0,12290.395738342868,2600.604261657131,2437.6042616571226,12438.717411804537,164.92197470006082,1231.8011498939534,34014.97183468414,,1.0
CA_1,2016-04-18,ML + LP,15342.0,12404.23664908619,2937.7633509138104,2323.763350913807,12290.395738342875,158.8725862276802,1528.2026171926045,34341.31122559197,,1.0
CA_1,2016-04-25,ML + LP,15560.0,12185.569803965664,3374.4301960343355,2542.430196034332,12404.23664908619,171.5729118205288,1463.9138504329103,34751.131407728295,,1.0
CA_1,2016-05-02,ML + LP,16586.0,12277.524786569416,4308.4752134305845,2450.475213430601,12185.569803965685,172.77031585368877,2109.389030821013,35398.991759864955,,1.0
CA_1,2016-05-09,ML + LP,17114.0,12578.539349404004,4535.460650595996,2149.460650596002,12277.524786569405,159.486915312394,2135.276736363643,36388.906547411985,,1.0
CA_1,2016-05-16,ML + LP,16739.0,12391.445545622448,4347.554454377552,2336.5544543775495,12578.539349403996,166.27156000339443,2008.4773009097805,35714.93992919517,,1.0
CA_1,2016-05-23,ML + LP,15914.0,12106.268486997487,3807.731513002513,2621.7315130025054,12391.445545622442,201.06025363832651,1763.5001790065244,34013.68317504673,,1.0
CA_1,2016-05-30,ML + LP,17326.0,11369.876464001363,5956.1235359986385,3358.1235359986586,12106.268486997516,247.13649308208002,2563.0392124939553,32109.535960320434,,1.0
CA_1,2016-06-06,ML + LP,16447.0,10802.201169881062,5644.79883011894,3925.798830118933,11369.876464001336,274.75665503272535,2222.9536634253227,30672.760186565898,,1.0
CA_1,2016-06-13,ML + LP,15703.0,10775.781147226162,4927.218852773838,3952.2188527738626,10802.20116988109,279.23308945129713,2107.900714512445,29889.017160957555,,1.0
CA_2,2016-03-28,ML + LP,13982.0,10951.25564957788,3030.744350422119,1673.7443504221208,12625.000000000002,107.41769656348437,1745.941407048058,29535.665255193926,,1.0
CA_2,2016-04-04,ML + LP,14026.0,11165.841751445516,2860.158248554483,1459.1582485544982,10951.255649577894,94.50240957692886,1602.080925133701,30886.12020285256,,1.0
